Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","67291","Drained organic soils (N2O)","2015","2015","3050","FAO TIER 1","kt","1276.6675","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","67291","Drained organic soils (N2O)","2016","2016","3050","FAO TIER 1","kt","4.8809","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","67291","Drained organic soils (N2O)","2016","2016","3050","FAO TIER 1","kt","1293.4365","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","67291","Drained organic soils (N2O)","2016","2016","3050","FAO TIER 1","kt","1293.4365","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","67291","Drained organic soils (N2O)","2017","2017","3050","FAO TIER 1","kt","4.9059","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","67291","Drained organic soils (N2O)","2017","2017","3050","FAO TIER 1","kt","1300.066","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","67291","Drained organic soils (N2O)","2017","2017","3050","FAO TIER 1","kt","1300.066","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","67291","Drained organic soils (N2O)","2018","2018","3050","FAO TIER 1","kt","4.9239","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","67291","Drained organic soils (N2O)","2018","2018","3050","FAO TIER 1","kt","1304.8222","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","67291","Drained organic soils (N2O)","2018","2018","3050","FAO TIER 1","kt","1304.8222","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","67291","Drained organic soils (N2O)","2019","2019","3050","FAO TIER 1","kt","4.9707","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","67291","Drained organic soils (N2O)","2019","2019","3050","FAO TIER 1","kt","1317.2451","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","67291","Drained organic soils (N2O)","2019","2019","3050","FAO TIER 1","kt","1317.2451","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","67291","Drained organic soils (N2O)","2020","2020","3050","FAO TIER 1","kt","4.996","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","67291","Drained organic soils (N2O)","2020","2020","3050","FAO TIER 1","kt","1323.9335","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","67291","Drained organic soils (N2O)","2020","2020","3050","FAO TIER 1","kt","1323.9335","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","1990","1990","3050","FAO TIER 1","kt","0.051","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","1990","1990","3050","FAO TIER 1","kt","0.2496","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","1990","1990","3050","FAO TIER 1","kt","704.5391","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","1990","1990","3050","FAO TIER 1","kt","1.428","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","1990","1990","3050","FAO TIER 1","kt","66.144","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","1990","1990","3050","FAO TIER 1","kt","772.1111","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kt","0.0564","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kt","0.2758","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kt","779.9266","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kt","1.5792","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kt","73.087","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","1991","1991","3050","FAO TIER 1","kt","854.5928","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","1992","1992","3050","FAO TIER 1","kt","0.0659","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","1992","1992","3050","FAO TIER 1","kt","0.3105","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","1992","1992","3050","FAO TIER 1","kt","881.1963","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","1992","1992","3050","FAO TIER 1","kt","1.8452","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","1992","1992","3050","FAO TIER 1","kt","82.2825","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","1992","1992","3050","FAO TIER 1","kt","965.324","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","1993","1993","3050","FAO TIER 1","kt","0.065","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","1993","1993","3050","FAO TIER 1","kt","0.3133","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","1993","1993","3050","FAO TIER 1","kt","909.7001","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","1993","1993","3050","FAO TIER 1","kt","1.82","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","1993","1993","3050","FAO TIER 1","kt","83.0245","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","1993","1993","3050","FAO TIER 1","kt","994.5446","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","1994","1994","3050","FAO TIER 1","kt","0.0684","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","1994","1994","3050","FAO TIER 1","kt","0.3312","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","1994","1994","3050","FAO TIER 1","kt","950.428","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","1994","1994","3050","FAO TIER 1","kt","1.9152","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","1994","1994","3050","FAO TIER 1","kt","87.768","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","1994","1994","3050","FAO TIER 1","kt","1040.1112","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kt","0.0762","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kt","0.3408","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kt","1040.7289","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kt","2.1336","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kt","90.312","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","1995","1995","3050","FAO TIER 1","kt","1133.1745","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","1996","1996","3050","FAO TIER 1","kt","0.0796","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","1996","1996","3050","FAO TIER 1","kt","0.3778","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","1996","1996","3050","FAO TIER 1","kt","1094.8505","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","1996","1996","3050","FAO TIER 1","kt","2.2288","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","1996","1996","3050","FAO TIER 1","kt","100.117","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","1996","1996","3050","FAO TIER 1","kt","1197.1963","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","1997","1997","3050","FAO TIER 1","kt","0.0852","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","1997","1997","3050","FAO TIER 1","kt","0.4102","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","1997","1997","3050","FAO TIER 1","kt","1186.2316","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","1997","1997","3050","FAO TIER 1","kt","2.3856","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","1997","1997","3050","FAO TIER 1","kt","108.703","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","1997","1997","3050","FAO TIER 1","kt","1297.3202","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","1998","1998","3050","FAO TIER 1","kt","0.0747","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","1998","1998","3050","FAO TIER 1","kt","0.3684","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","1998","1998","3050","FAO TIER 1","kt","1066.313","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","1998","1998","3050","FAO TIER 1","kt","2.0916","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","1998","1998","3050","FAO TIER 1","kt","97.626","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","1998","1998","3050","FAO TIER 1","kt","1166.0306","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","1999","1999","3050","FAO TIER 1","kt","0.0541","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","1999","1999","3050","FAO TIER 1","kt","0.1204","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","1999","1999","3050","FAO TIER 1","kt","450.0218","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","1999","1999","3050","FAO TIER 1","kt","1.5148","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","1999","1999","3050","FAO TIER 1","kt","31.906","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","1999","1999","3050","FAO TIER 1","kt","483.4426","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2000","2000","3050","FAO TIER 1","kt","0.0433","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2000","2000","3050","FAO TIER 1","kt","0.1214","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2000","2000","3050","FAO TIER 1","kt","438.0374","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2000","2000","3050","FAO TIER 1","kt","1.2124","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2000","2000","3050","FAO TIER 1","kt","32.171","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2000","2000","3050","FAO TIER 1","kt","471.4208","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kt","0.0345","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kt","0.1174","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kt","413.8559","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kt","0.966","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kt","31.111","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2001","2001","3050","FAO TIER 1","kt","445.9329","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2002","2002","3050","FAO TIER 1","kt","0.0349","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2002","2002","3050","FAO TIER 1","kt","0.1138","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2002","2002","3050","FAO TIER 1","kt","413.8521","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2002","2002","3050","FAO TIER 1","kt","0.9772","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2002","2002","3050","FAO TIER 1","kt","30.157","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2002","2002","3050","FAO TIER 1","kt","444.9863","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2003","2003","3050","FAO TIER 1","kt","0.0371","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2003","2003","3050","FAO TIER 1","kt","0.1162","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2003","2003","3050","FAO TIER 1","kt","408.81","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2003","2003","3050","FAO TIER 1","kt","1.0388","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2003","2003","3050","FAO TIER 1","kt","30.793","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2003","2003","3050","FAO TIER 1","kt","440.6418","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2004","2004","3050","FAO TIER 1","kt","0.0359","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2004","2004","3050","FAO TIER 1","kt","0.1024","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2004","2004","3050","FAO TIER 1","kt","384.7366","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2004","2004","3050","FAO TIER 1","kt","1.0052","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2004","2004","3050","FAO TIER 1","kt","27.136","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2004","2004","3050","FAO TIER 1","kt","412.8778","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kt","0.0367","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kt","0.1206","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kt","439.3657","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kt","1.0276","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kt","31.959","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2005","2005","3050","FAO TIER 1","kt","472.3523","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2006","2006","3050","FAO TIER 1","kt","0.0388","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2006","2006","3050","FAO TIER 1","kt","0.1078","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2006","2006","3050","FAO TIER 1","kt","412.1323","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2006","2006","3050","FAO TIER 1","kt","1.0864","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2006","2006","3050","FAO TIER 1","kt","28.567","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2006","2006","3050","FAO TIER 1","kt","441.7857","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2007","2007","3050","FAO TIER 1","kt","0.1451","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2007","2007","3050","FAO TIER 1","kt","0.8089","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2007","2007","3050","FAO TIER 1","kt","2238.3412","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2007","2007","3050","FAO TIER 1","kt","4.0628","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2007","2007","3050","FAO TIER 1","kt","214.3585","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2007","2007","3050","FAO TIER 1","kt","2456.7625","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2008","2008","3050","FAO TIER 1","kt","0.07","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2008","2008","3050","FAO TIER 1","kt","0.2973","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2008","2008","3050","FAO TIER 1","kt","906.5397","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2008","2008","3050","FAO TIER 1","kt","1.96","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2008","2008","3050","FAO TIER 1","kt","78.7845","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2008","2008","3050","FAO TIER 1","kt","987.2842","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2009","2009","3050","FAO TIER 1","kt","0.0436","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2009","2009","3050","FAO TIER 1","kt","0.2193","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2009","2009","3050","FAO TIER 1","kt","660.7875","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2009","2009","3050","FAO TIER 1","kt","1.2208","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2009","2009","3050","FAO TIER 1","kt","58.1145","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2009","2009","3050","FAO TIER 1","kt","720.1228","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2010","2010","3050","FAO TIER 1","kt","0.2907","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2010","2010","3050","FAO TIER 1","kt","1.2621","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2010","2010","3050","FAO TIER 1","kt","3452.9668","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2010","2010","3050","FAO TIER 1","kt","8.1396","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2010","2010","3050","FAO TIER 1","kt","334.4565","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2010","2010","3050","FAO TIER 1","kt","3795.5629","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kt","0.3588","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kt","1.0617","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kt","3033.5914","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kt","10.0464","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kt","281.3505","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2011","2011","3050","FAO TIER 1","kt","3324.9883","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2012","2012","3050","FAO TIER 1","kt","0.4591","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2012","2012","3050","FAO TIER 1","kt","1.1352","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2012","2012","3050","FAO TIER 1","kt","3262.993","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2012","2012","3050","FAO TIER 1","kt","12.8548","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2012","2012","3050","FAO TIER 1","kt","300.828","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2012","2012","3050","FAO TIER 1","kt","3576.6758","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2013","2013","3050","FAO TIER 1","kt","0.4924","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2013","2013","3050","FAO TIER 1","kt","1.1201","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2013","2013","3050","FAO TIER 1","kt","3255.6142","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2013","2013","3050","FAO TIER 1","kt","13.7872","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2013","2013","3050","FAO TIER 1","kt","296.8265","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2013","2013","3050","FAO TIER 1","kt","3566.2279","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7225","Emissions (CH4)","6994","On-farm energy use","2014","2014","3050","FAO TIER 1","kt","0.4951","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7230","Emissions (N2O)","6994","On-farm energy use","2014","2014","3050","FAO TIER 1","kt","1.0833","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2014","2014","3050","FAO TIER 1","kt","3147.4433","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2014","2014","3050","FAO TIER 1","kt","13.8628","E","Estimated value",""
